Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open
2024-10-01 00:05:00,0.9386588569352474,1350.0,0.02540339974514896
2024-10-01 01:00:00,0.9478097508273716,1350.0,0.02540339974514896
2024-10-01 02:05:00,0.9480140180519556,1350.0,0.02540339974514896
2024-10-01 03:00:00,0.9547776277853562,1350.0,0.02540339974514896
2024-10-01 04:00:00,0.9674481072087414,1350.0,0.02540339974514896
2024-10-01 04:05:00,0.9673024421711821,1350.0,0.02540339974514896
2024-10-01 06:00:00,0.9761417323949255,1350.0,0.02540339974514896
2024-10-01 07:00:00,0.9695387480653753,1350.0,0.016041232959231832
2024-10-01 08:00:00,0.9683161716903415,1350.0,0.00667906617331475
2024-10-01 09:00:00,0.9713712861017547,1350.0,0.00667906617331475
2024-10-01 10:05:00,0.963987779115017,1350.0,0.00667906617331475
2024-10-01 10:55:00,0.9587297498769018,1350.0,0.00667906617331475
2024-10-01 11:05:00,0.9570264546621442,1350.0,0.00667906617331475
2024-10-01 12:00:00,0.9390546068771582,1350.0,0.1397547478912754
2024-10-01 13:00:00,0.9690276615694853,1350.0,0.011521589674576173
2024-10-01 13:05:00,0.9670758608177754,1350.0,0.011521589674576173
2024-10-01 14:00:00,0.9523107876678256,1350.0,0.011521589674576173
2024-10-01 16:00:00,0.9590635359117747,1350.0,0.011521589674576173
2024-10-01 17:00:00,0.969501997058442,1350.0,0.011521589674576173
2024-10-01 17:55:00,0.9671253251090842,1350.0,0.011521589674576173
2024-10-01 18:05:00,0.9691788588443767,1350.0,0.011521589674576173
2024-10-01 19:05:00,0.9723834967929624,1350.0,0.011521589674576173
2024-10-01 20:55:00,0.9846147892194872,1350.0,0.011521589674576173
2024-10-01 21:00:00,0.9850798301223881,1350.0,0.011521589674576173
2024-10-01 22:00:00,0.992412038828614,1350.0,0.011521589674576173
2024-10-01 23:05:00,0.9835177342705089,1350.0,0.08333375251115839
2024-10-02 00:00:00,0.9728214551951141,1350.0,0.082764962189934
2024-10-02 01:05:00,0.9414940974081347,1350.0,0.0
2024-10-02 03:00:00,0.9404445570240796,1350.0,0.0
2024-10-02 04:00:00,0.9445227258104325,1350.0,0.0
2024-10-02 04:05:00,0.9423155465136923,1350.0,0.0
2024-10-02 04:55:00,0.9399564131989425,1350.0,0.0
2024-10-02 06:00:00,0.9568073374667353,1350.0,0.09795546808862658
2024-10-02 06:05:00,0.9605517736353778,1350.0,0.09795546808862658
2024-10-02 07:00:00,0.9618798667095815,1350.0,0.09795546808862658
2024-10-02 07:05:00,0.9619381626382157,1350.0,0.09795546808862658
2024-10-02 08:00:00,0.9341768366041953,1350.0,0.11068197875679289
2024-10-02 09:00:00,0.9220717244153813,1350.0,0.11613206086353256
2024-10-02 09:05:00,0.9552926404425973,1350.0,0.12297997639643658
2024-10-02 10:05:00,0.9762361205188377,1350.0,0.017133179864401167
2024-10-02 11:00:00,0.964409667854495,1350.0,0.12428699551325652
2024-10-02 12:00:00,0.9251008869892916,1350.0,0.0953054032202917
2024-10-02 13:00:00,0.9801698314954761,1350.0,0.10088137462411645
2024-10-02 14:05:00,0.9724048992689004,1350.0,0.10088137462411645
2024-10-02 15:05:00,0.9610444579192203,1350.0,0.054853066390018364
2024-10-02 16:00:00,0.9573377698778543,1350.0,0.113356922395502
2024-10-02 16:05:00,0.9501519865134487,1350.0,0.113356922395502
2024-10-02 17:00:00,0.9938802718253323,1350.0,0.028081742122980244
2024-10-02 17:05:00,0.9953239151221607,1350.0,0.028081742122980244
2024-10-02 18:05:00,0.9881688199168875,1350.0,0.028081742122980244
2024-10-02 19:00:00,0.9901600781450334,1350.0,0.028081742122980244
2024-10-02 19:55:00,0.9330634092952963,1350.0,0.13441673354252343
2024-10-02 20:00:00,0.9258873478542365,1350.0,0.13441673354252343
2024-10-02 22:00:00,0.9441786872417463,1350.0,0.12466099276625961
2024-10-02 23:05:00,0.949726118195458,1350.0,0.12466099276625961
2024-10-03 00:00:00,0.9491967007104027,1350.0,0.12466099276625961
2024-10-03 01:05:00,0.9553078821392718,1350.0,0.12466099276625961
2024-10-03 03:05:00,0.9575324932362971,1350.0,0.12466099276625961
2024-10-03 04:00:00,0.9634093780931039,1350.0,0.12466099276625961
2024-10-03 06:00:00,0.9676476025002542,1350.0,0.12466099276625961
2024-10-03 06:05:00,0.9690196044809978,1350.0,0.12466099276625961
2024-10-03 06:55:00,0.9897914018010108,1350.0,0.12466099276625961
2024-10-03 07:55:00,0.9542136493969783,1350.0,0.12466099276625961
2024-10-03 09:00:00,0.9447927495605035,1350.0,0.135863372862482
2024-10-03 10:00:00,0.9425291439357726,1350.0,0.15530592798561219
2024-10-03 10:05:00,0.9440246374904445,1350.0,0.15530592798561219
2024-10-03 10:55:00,0.9961823556118772,1350.0,0.1027267540178874
2024-10-03 11:00:00,0.9328460014490473,1350.0,0.06045119757291961
2024-10-03 11:55:00,0.9306992369616702,1350.0,0.18105627102035174
2024-10-03 12:05:00,0.9295967779765456,1350.0,0.24562306977108406
2024-10-03 13:00:00,0.9774843727427075,1350.0,0.12889106347770676
2024-10-03 13:55:00,0.9633749507326844,1350.0,0.12889106347770676
2024-10-03 14:05:00,0.9626342416663418,1350.0,0.12889106347770676
2024-10-03 15:00:00,0.9730155286447609,1350.0,0.05479610352233086
2024-10-03 15:55:00,0.9873897039116132,1350.0,0.0687596192814005
2024-10-03 17:00:00,0.9970939728856091,1350.0,0.0687596192814005
2024-10-03 18:00:00,0.978598654726186,1350.0,0.0687596192814005
2024-10-03 19:05:00,0.9799890322103966,1350.0,0.0687596192814005
2024-10-03 20:00:00,0.9800352558605904,1350.0,0.0687596192814005
2024-10-03 20:05:00,0.9810937703277337,1350.0,0.0687596192814005
2024-10-03 21:05:00,0.9962205702490289,1350.0,0.0687596192814005
2024-10-03 23:05:00,0.9766734575013465,1350.0,0.024485332333469594
2024-10-04 02:05:00,0.9917499598236175,1350.0,0.024485332333469594
2024-10-04 03:05:00,0.9964533622377153,1350.0,0.024485332333469594
2024-10-04 03:55:00,0.9966359207279712,1350.0,0.024485332333469594
2024-10-04 04:05:00,0.9943676678102122,1350.0,0.024485332333469594
2024-10-04 05:00:00,0.9973723653242743,1350.0,0.024485332333469594
2024-10-04 06:00:00,0.9350535546659161,1350.0,0.017533007534732747
2024-10-04 07:00:00,0.9336293107014791,1350.0,0.017533007534732747
2024-10-04 07:05:00,0.9376550060297739,1350.0,0.017533007534732747
2024-10-04 07:55:00,0.9394015157279753,1350.0,0.017533007534732747
2024-10-04 08:00:00,0.9333054602585984,1350.0,0.017533007534732747
2024-10-04 09:00:00,0.9316384531020426,1350.0,0.11272326147356546
2024-10-04 09:05:00,0.03768349963386542,1350.0,1.0
2024-10-04 10:00:00,0.0,1350.0,1.0
2024-10-04 12:00:00,0.9634219845431568,1350.0,0.12171482974560167
2024-10-04 13:55:00,0.9556533131152938,1350.0,0.04614604055728988
2024-10-04 14:05:00,0.9621679098487116,1350.0,0.04614604055728988
2024-10-04 16:00:00,0.9881695499514243,1350.0,0.04614604055728988
2024-10-04 16:05:00,0.9941641804761824,1350.0,0.04614604055728988
2024-10-04 17:00:00,0.9866884523217067,1350.0,0.040609630476847194
2024-10-04 17:05:00,0.9924624913374056,1350.0,0.040609630476847194
