Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open
2024-09-22 03:00:00,0.9808055633656467,1.0,0.13813193441870478
2024-09-22 04:00:00,0.9914951163160275,1.0,0.13813193441870478
2024-09-22 06:00:00,0.9662613229343667,1.0,0.035303133351268404
2024-09-22 10:05:00,1.0,1.0,0.021727012357645552
2024-09-22 11:05:00,0.9743834272581691,1.0,0.01978035091178136
2024-09-22 13:00:00,0.9544335171081746,1.0,0.01978035091178136
2024-09-22 17:05:00,0.9366727076024106,1.0,0.01978035091178136
2024-09-22 17:55:00,0.9527248389423372,1.0,0.01978035091178136
2024-09-22 19:00:00,0.9649974634182121,1.0,0.00031922989298022045
2024-09-23 11:55:00,0.9407839565786096,1.0,0.00031922989298022045
2024-09-23 15:00:00,0.9493866361869369,1.0,0.00031922989298022045
2024-09-23 16:05:00,0.9171454592129873,1.0,0.00031922989298022045
2024-09-23 17:55:00,0.9261989933132038,1.0,0.00031922989298022045
2024-09-23 19:00:00,0.9303374672485529,1.0,0.00031922989298022045
2024-09-23 19:05:00,0.928118773150129,1.0,0.00031922989298022045
2024-09-23 20:00:00,0.8832621511436011,1.0,0.00031922989298022045
2024-09-23 21:00:00,0.9407419348923634,1.0,0.00031922989298022045
2024-09-23 22:00:00,0.9163774555945381,1.0,0.00031922989298022045
2024-09-23 23:05:00,0.9215172426439129,1.0,0.00031922989298022045
2024-09-23 23:55:00,0.9290495458601763,1.0,0.00031922989298022045
2024-09-24 03:05:00,0.9063010117803336,1.0,0.00031922989298022045
2024-09-24 04:00:00,0.916528275246629,1.0,0.00031922989298022045
2024-09-24 04:55:00,0.9080562448809946,1.0,0.00031922989298022045
2024-09-24 05:05:00,0.9083542423057024,1.0,0.00031922989298022045
2024-09-24 05:55:00,0.910529259318118,1.0,0.00031922989298022045
2024-09-24 07:00:00,0.9101139322518735,1.0,0.00031922989298022045
2024-09-24 07:05:00,0.9143479991565101,1.0,0.00031922989298022045
2024-09-24 07:55:00,0.9144994300331284,1.0,0.00031922989298022045
2024-09-24 08:00:00,0.911950661956163,1.0,0.00031922989298022045
2024-09-24 09:55:00,0.9084065529381564,1.0,0.00031922989298022045
2024-09-24 10:55:00,0.9004899728616309,1.0,0.00031922989298022045
2024-09-24 11:00:00,0.9018634707773554,1.0,0.00031922989298022045
2024-09-24 11:55:00,0.9197998035931857,1.0,0.00031922989298022045
2024-09-24 12:00:00,0.9195199136950969,1.0,0.00031922989298022045
2024-09-24 12:55:00,0.9097464335048838,1.0,0.00031922989298022045
2024-09-24 14:00:00,0.9141376233145484,1.0,0.00031922989298022045
2024-09-24 14:30:00,0.9141376233145484,1.0,0.00031922989298022045
2024-09-24 15:00:00,0.9141376233145484,1.0,0.00031922989298022045
2024-09-24 16:00:00,0.894091353617838,1.0,0.00031922989298022045
2024-09-24 16:55:00,0.8749586914090361,1.0,0.00031922989298022045
2024-09-24 17:05:00,0.8726019115028377,1.0,0.00031922989298022045
2024-09-24 18:05:00,0.8856931820960111,1.0,0.09604486065050569
2024-09-24 18:55:00,0.8930228720218086,1.0,0.09604486065050569
2024-09-24 19:05:00,0.8971369479114457,1.0,0.09604486065050569
2024-09-24 20:00:00,0.8885658227693362,1.0,0.09604486065050569
2024-09-24 21:00:00,0.900133705365329,1.0,0.09604486065050569
2024-09-24 22:05:00,0.8632543529373419,1.0,0.15495010049180016
2024-09-24 23:05:00,0.990228720218085,1.0,0.07808909474367838
2024-09-25 00:05:00,0.9935862987909979,1.0,0.027156667258228805
2024-09-25 04:05:00,0.9876778154020436,1.0,0.014530453570438395
2024-09-25 04:55:00,0.985813631529406,1.0,0.014530453570438395
2024-09-25 05:00:00,0.9874388164248254,1.0,0.014530453570438395
2024-09-25 06:00:00,0.9914108182666483,1.0,0.014530453570438395
2024-09-25 07:00:00,0.9900071920752708,1.0,0.014530453570438395
2024-09-25 08:05:00,0.9923002008891284,1.0,0.014530453570438395
2024-09-25 09:05:00,0.9899522939256508,1.0,0.014530453570438395
2024-09-25 11:05:00,0.9584018541496033,1.0,0.014530453570438395
2024-09-25 12:05:00,0.8691519565297116,1.0,0.12753081629006344
2024-09-25 13:00:00,0.9474649462733641,1.0,0.14706091049797881
2024-09-25 14:00:00,0.9758178948204833,1.0,0.044431094029226015
2024-09-25 15:00:00,0.9357028470838478,1.0,0.044431094029226015
2024-09-25 15:30:00,0.9357028470838478,1.0,0.044431094029226015
2024-09-25 16:00:00,0.9357028470838478,1.0,0.044431094029226015
2024-09-25 17:00:00,0.9357028470838478,1.0,0.044431094029226015
2024-09-25 18:00:00,0.9808481453410436,1.0,0.030695815875766495
2024-09-25 19:00:00,0.9847112880945688,1.0,0.030695815875766495
2024-09-25 20:00:00,0.9221804212559441,1.0,0.01911793362429239
2024-09-25 21:00:00,0.9525128204344585,1.0,0.01911793362429239
